Datetime,Temperature
2024-02-15 13:06:08,88.0
2024-02-15 13:06:09,89.0
2024-02-15 13:06:10,89.0
2024-02-15 13:06:11,89.0
2024-02-15 13:06:12,90.0
2024-02-15 13:06:13,91.0
2024-02-15 13:06:14,91.0
2024-02-15 13:06:15,92.0
2024-02-15 13:06:16,92.0
2024-02-15 13:06:17,93.0
2024-02-15 13:06:18,93.0
2024-02-15 13:06:19,94.0
2024-02-15 13:06:20,94.0
2024-02-15 13:06:21,95.0
2024-02-15 13:06:22,95.0
2024-02-15 13:06:23,96.0
2024-02-15 13:06:24,96.0
2024-02-15 13:06:25,97.0
2024-02-15 13:06:26,97.0
2024-02-15 13:06:27,98.0
2024-02-15 13:06:28,98.0
2024-02-15 13:06:29,99.0
2024-02-15 13:06:30,100.0
2024-02-15 13:06:31,100.0
2024-02-15 13:06:32,101.0
2024-02-15 13:06:33,101.0
2024-02-15 13:06:34,102.0
2024-02-15 13:06:35,103.0
2024-02-15 13:06:36,104.0
2024-02-15 13:06:37,104.0
2024-02-15 13:06:38,104.0
2024-02-15 13:06:39,105.0
2024-02-15 13:06:40,105.0
2024-02-15 13:06:41,106.0
2024-02-15 13:06:42,106.0
2024-02-15 13:06:43,107.0
2024-02-15 13:06:44,108.0
2024-02-15 13:06:45,108.0
2024-02-15 13:06:46,109.0
2024-02-15 13:06:47,109.0
2024-02-15 13:06:48,110.0
2024-02-15 13:06:49,110.0
2024-02-15 13:06:50,110.0
2024-02-15 13:06:51,111.0
2024-02-15 13:06:52,112.0
2024-02-15 13:06:53,112.0
2024-02-15 13:06:54,113.0
2024-02-15 13:06:55,114.0
2024-02-15 13:06:56,115.0
2024-02-15 13:06:57,115.0
2024-02-15 13:06:58,116.0
2024-02-15 13:06:59,116.0
2024-02-15 13:07:00,117.0
2024-02-15 13:07:01,118.0
2024-02-15 13:07:02,118.0
2024-02-15 13:07:03,119.0
2024-02-15 13:07:04,119.0
2024-02-15 13:07:05,120.0
2024-02-15 13:07:06,121.0
2024-02-15 13:07:07,121.0
2024-02-15 13:07:08,122.0
2024-02-15 13:07:09,122.0
2024-02-15 13:07:10,123.0
2024-02-15 13:07:11,124.0
2024-02-15 13:07:12,124.0
2024-02-15 13:07:13,125.0
2024-02-15 13:07:14,126.0
2024-02-15 13:07:15,126.0
2024-02-15 13:07:16,127.0
2024-02-15 13:07:17,127.0
2024-02-15 13:07:18,128.0
2024-02-15 13:07:19,128.0
2024-02-15 13:07:20,129.0
2024-02-15 13:07:21,130.0
2024-02-15 13:07:22,130.0
2024-02-15 13:07:23,131.0
2024-02-15 13:07:24,131.0
2024-02-15 13:07:25,131.0
2024-02-15 13:07:26,132.0
2024-02-15 13:07:27,132.0
2024-02-15 13:07:28,133.0
2024-02-15 13:07:29,133.0
2024-02-15 13:07:30,134.0
2024-02-15 13:07:31,134.0
2024-02-15 13:07:32,134.0
2024-02-15 13:07:33,135.0
2024-02-15 13:07:34,135.0
2024-02-15 13:07:35,136.0
2024-02-15 13:07:36,136.0
2024-02-15 13:07:37,137.0
2024-02-15 13:07:38,137.0
2024-02-15 13:07:39,138.0
2024-02-15 13:07:40,139.0
2024-02-15 13:07:41,139.0
2024-02-15 13:07:42,140.0
2024-02-15 13:07:43,140.0
2024-02-15 13:07:44,141.0
2024-02-15 13:07:45,141.0
2024-02-15 13:07:46,142.0
2024-02-15 13:07:47,143.0
2024-02-15 13:07:48,143.0
