Datetime,Temperature
2024-02-15 12:46:56,112.0
2024-02-15 12:46:57,113.0
2024-02-15 12:46:58,113.0
2024-02-15 12:46:59,112.0
2024-02-15 12:47:00,112.0
2024-02-15 12:47:01,113.0
2024-02-15 12:47:02,113.0
2024-02-15 12:47:03,113.0
2024-02-15 12:47:04,112.0
2024-02-15 12:47:05,113.0
2024-02-15 12:47:06,112.0
2024-02-15 12:47:07,112.0
2024-02-15 12:47:08,112.0
2024-02-15 12:47:09,112.0
2024-02-15 12:47:10,112.0
2024-02-15 12:47:11,113.0
2024-02-15 12:47:12,112.0
2024-02-15 12:47:13,112.0
2024-02-15 12:47:14,113.0
2024-02-15 12:47:15,112.0
2024-02-15 12:47:16,113.0
2024-02-15 12:47:17,113.0
2024-02-15 12:47:18,113.0
