Datetime,Temperature
2024-02-15 14:24:01,115.0
2024-02-15 14:24:02,115.0
2024-02-15 14:24:03,114.0
2024-02-15 14:24:04,114.0
2024-02-15 14:24:05,114.0
2024-02-15 14:24:06,114.0
2024-02-15 14:24:07,114.0
2024-02-15 14:24:08,114.0
2024-02-15 14:24:09,114.0
2024-02-15 14:24:09,114.0
2024-02-15 14:24:10,112.0
2024-02-15 14:24:11,112.0
2024-02-15 14:24:12,112.0
2024-02-15 14:24:13,111.0
2024-02-15 14:24:14,111.0
2024-02-15 14:24:15,111.0
2024-02-15 14:24:16,110.0
2024-02-15 14:24:17,110.0
2024-02-15 14:24:18,110.0
2024-02-15 14:24:19,110.0
2024-02-15 14:24:20,110.0
2024-02-15 14:24:21,110.0
2024-02-15 14:24:22,110.0
2024-02-15 14:24:23,110.0
2024-02-15 14:24:24,110.0
2024-02-15 14:24:25,111.0
2024-02-15 14:24:26,111.0
2024-02-15 14:24:27,111.0
2024-02-15 14:24:28,112.0
2024-02-15 14:24:29,112.0
2024-02-15 14:24:30,112.0
2024-02-15 14:24:31,113.0
2024-02-15 14:24:32,114.0
2024-02-15 14:24:33,114.0
2024-02-15 14:24:34,115.0
2024-02-15 14:24:35,115.0
2024-02-15 14:24:36,116.0
2024-02-15 14:24:37,116.0
2024-02-15 14:24:38,117.0
2024-02-15 14:24:39,118.0
2024-02-15 14:24:40,119.0
2024-02-15 14:24:41,120.0
2024-02-15 14:24:42,120.0
2024-02-15 14:24:43,121.0
2024-02-15 14:24:44,122.0
2024-02-15 14:24:45,122.0
2024-02-15 14:24:46,123.0
2024-02-15 14:24:47,123.0
2024-02-15 14:24:48,124.0
2024-02-15 14:24:49,125.0
2024-02-15 14:24:50,126.0
2024-02-15 14:24:51,127.0
2024-02-15 14:24:52,127.0
2024-02-15 14:24:53,128.0
2024-02-15 14:24:54,129.0
2024-02-15 14:24:55,130.0
2024-02-15 14:24:56,131.0
2024-02-15 14:24:57,132.0
2024-02-15 14:24:58,133.0
2024-02-15 14:24:59,135.0
2024-02-15 14:25:00,135.0
2024-02-15 14:25:01,136.0
2024-02-15 14:25:02,137.0
2024-02-15 14:25:03,139.0
2024-02-15 14:25:04,140.0
2024-02-15 14:25:05,141.0
2024-02-15 14:25:06,143.0
2024-02-15 14:25:07,144.0
2024-02-15 14:25:07,144.0
2024-02-15 14:25:08,146.0
2024-02-15 14:25:09,148.0
2024-02-15 14:25:10,148.0
2024-02-15 14:25:11,149.0
2024-02-15 14:25:12,149.0
2024-02-15 14:25:13,149.0
2024-02-15 14:25:14,150.0
2024-02-15 14:25:15,150.0
2024-02-15 14:25:16,150.0
2024-02-15 14:25:17,150.0
2024-02-15 14:25:18,150.0
2024-02-15 14:25:19,150.0
2024-02-15 14:25:20,150.0
2024-02-15 14:25:21,151.0
2024-02-15 14:25:22,151.0
2024-02-15 14:25:23,151.0
2024-02-15 14:25:24,151.0
2024-02-15 14:25:25,151.0
2024-02-15 14:25:26,151.0
2024-02-15 14:25:27,151.0
2024-02-15 14:25:28,151.0
2024-02-15 14:25:29,152.0
2024-02-15 14:25:30,152.0
2024-02-15 14:25:31,152.0
2024-02-15 14:25:32,152.0
2024-02-15 14:25:33,152.0
2024-02-15 14:25:34,152.0
2024-02-15 14:25:35,152.0
2024-02-15 14:25:36,152.0
2024-02-15 14:25:37,152.0
2024-02-15 14:25:38,152.0
2024-02-15 14:25:39,153.0
2024-02-15 14:25:40,153.0
2024-02-15 14:25:41,153.0
2024-02-15 14:25:42,153.0
2024-02-15 14:25:43,153.0
2024-02-15 14:25:44,153.0
2024-02-15 14:25:45,153.0
2024-02-15 14:25:46,153.0
2024-02-15 14:25:47,153.0
2024-02-15 14:25:48,153.0
2024-02-15 14:25:49,153.0
2024-02-15 14:25:50,153.0
2024-02-15 14:25:51,153.0
2024-02-15 14:25:52,153.0
2024-02-15 14:25:53,153.0
2024-02-15 14:25:54,153.0
2024-02-15 14:25:55,153.0
2024-02-15 14:25:56,152.0
2024-02-15 14:25:57,153.0
2024-02-15 14:25:58,153.0
2024-02-15 14:25:59,153.0
2024-02-15 14:26:00,153.0
2024-02-15 14:26:01,153.0
2024-02-15 14:26:02,153.0
2024-02-15 14:26:03,153.0
2024-02-15 14:26:04,153.0
2024-02-15 14:26:05,153.0
2024-02-15 14:26:06,153.0
2024-02-15 14:26:07,153.0
2024-02-15 14:26:08,153.0
2024-02-15 14:26:09,153.0
2024-02-15 14:26:10,153.0
2024-02-15 14:26:11,153.0
2024-02-15 14:26:12,153.0
2024-02-15 14:26:13,153.0
2024-02-15 14:26:14,153.0
2024-02-15 14:26:15,153.0
2024-02-15 14:26:16,153.0
2024-02-15 14:26:17,153.0
